Source,Target,ObjectClass,Permission
bootloader_t,bootloader_t,capability,sys_resource
bootloader_t,bootloader_t,file,create;
bootloader_t,bootloader_t,process,setfscreate
bootloader_t,bootloader_t,process,setrlimit
bootloader_t,bootloader_t,udp_socket,listen;
bootloader_t,device_t,blk_file,getattr
bootloader_t,device_t,blk_file,ioctl
bootloader_t,device_t,blk_file,read
bootloader_t,device_t,blk_file,write
bootloader_t,device_t,chr_file,getattr
bootloader_t,device_t,chr_file,ioctl
bootloader_t,device_t,chr_file,read
bootloader_t,device_t,chr_file,write
bootloader_t,devicekit_var_run_t,file,getattr
bootloader_t,devicekit_var_run_t,file,ioctl
bootloader_t,devicekit_var_run_t,file,lock
bootloader_t,devicekit_var_run_t,file,read
bootloader_t,devpts_t,chr_file,getattr;
bootloader_t,devpts_t,dir,add_name
bootloader_t,devpts_t,dir,create
bootloader_t,devpts_t,dir,ioctl
bootloader_t,devpts_t,dir,link
bootloader_t,devpts_t,dir,lock
bootloader_t,devpts_t,dir,read
bootloader_t,devpts_t,dir,remove_name
bootloader_t,devpts_t,dir,rename
bootloader_t,devpts_t,dir,reparent
bootloader_t,devpts_t,dir,rmdir
bootloader_t,devpts_t,dir,setattr
bootloader_t,devpts_t,dir,unlink
bootloader_t,devpts_t,dir,watch
bootloader_t,devpts_t,dir,watch_reads
bootloader_t,devpts_t,dir,write
bootloader_t,home_root_t,lnk_file,getattr
bootloader_t,home_root_t,lnk_file,read
bootloader_t,var_run_t,lnk_file,getattr
bootloader_t,var_run_t,lnk_file,read
bootupd_t,bootupd_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
bootupd_t,bootupd_t,capability,net_admin
bootupd_t,bootupd_t,capability,sys_module
bootupd_t,bootupd_t,file,create;
bootupd_t,bootupd_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
bootupd_t,bootupd_t,udp_socket,listen;
brctl_t,brctl_t,capability,net_admin
brctl_t,brctl_t,capability,sys_module
brctl_t,brctl_t,file,create;
brctl_t,brctl_t,udp_socket,listen;
brctl_t,console_device_t,chr_file,append
brctl_t,console_device_t,chr_file,getattr
brctl_t,console_device_t,chr_file,ioctl
brctl_t,console_device_t,chr_file,lock
brctl_t,console_device_t,chr_file,read
brctl_t,console_device_t,chr_file,write
brctl_t,init_t,fd,use;
brctl_t,tty_device_t,chr_file,append
brctl_t,tty_device_t,chr_file,getattr
brctl_t,tty_device_t,chr_file,ioctl
brctl_t,tty_device_t,chr_file,lock
brctl_t,tty_device_t,chr_file,read
brctl_t,tty_device_t,chr_file,write
brctl_t,xend_var_log_t,file,write;
brltty_t,brltty_t,capability,net_bind_service; [ nis_enabled ]:True
brltty_t,brltty_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
brltty_t,brltty_t,capability,net_admin
brltty_t,brltty_t,capability,sys_module
brltty_t,brltty_t,file,create;
brltty_t,brltty_t,process,setfscreate;
brltty_t,brltty_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
brltty_t,brltty_t,udp_socket,listen;
bugzilla_script_t,bugzilla_script_t,capability,net_bind_service; [ nis_enabled && httpd_enable_cgi ]:True
bugzilla_script_t,bugzilla_script_t,capability,net_admin
bugzilla_script_t,bugzilla_script_t,capability,sys_module
bugzilla_script_t,bugzilla_script_t,file,create;
bugzilla_script_t,bugzilla_script_t,udp_socket,listen;
bumblebee_t,bumblebee_t,capability,net_bind_service; [ nis_enabled ]:True
bumblebee_t,bumblebee_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
bumblebee_t,bumblebee_t,capability,net_admin
bumblebee_t,bumblebee_t,capability,sys_module
bumblebee_t,bumblebee_t,file,create;
bumblebee_t,bumblebee_t,process,setfscreate;
bumblebee_t,bumblebee_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
bumblebee_t,bumblebee_t,udp_socket,listen;
bumblebee_t,proc_t,blk_file,audit_access;
bumblebee_t,proc_t,chr_file,audit_access;
bumblebee_t,proc_t,dir,audit_access;
bumblebee_t,proc_t,fifo_file,audit_access;
bumblebee_t,proc_t,file,audit_access
bumblebee_t,proc_t,file,write
bumblebee_t,proc_t,lnk_file,audit_access;
bumblebee_t,proc_t,sock_file,audit_access;
cachefiles_kernel_t,cachefiles_kernel_t,capability,net_admin
cachefiles_kernel_t,cachefiles_kernel_t,capability,sys_module
cachefiles_kernel_t,cachefiles_kernel_t,file,create;
cachefiles_kernel_t,cachefiles_kernel_t,udp_socket,listen;
cachefilesd_t,cachefilesd_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cachefilesd_t,cachefilesd_t,capability,net_admin
cachefilesd_t,cachefilesd_t,capability,sys_module
cachefilesd_t,cachefilesd_t,file,create;
cachefilesd_t,cachefilesd_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cachefilesd_t,cachefilesd_t,udp_socket,listen;
cachefilesd_t,devpts_t,chr_file,getattr
cachefilesd_t,devpts_t,chr_file,ioctl
cachefilesd_t,devpts_t,chr_file,read
cachefilesd_t,devpts_t,chr_file,write
calamaris_t,calamaris_t,capability,net_bind_service; [ nis_enabled ]:True
calamaris_t,calamaris_t,capability,net_admin
calamaris_t,calamaris_t,capability,sys_module
calamaris_t,calamaris_t,file,create;
calamaris_t,calamaris_t,process,setfscreate;
calamaris_t,calamaris_t,udp_socket,listen;
calamaris_t,user_home_dir_t,dir,ioctl
calamaris_t,user_home_dir_t,dir,lock
calamaris_t,user_home_dir_t,dir,read
calamaris_t,user_home_t,dir,ioctl
calamaris_t,user_home_t,dir,lock
calamaris_t,user_home_t,dir,read
callweaver_t,callweaver_t,capability,net_bind_service; [ nis_enabled ]:True
callweaver_t,callweaver_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
callweaver_t,callweaver_t,capability,net_admin
callweaver_t,callweaver_t,capability,sys_module
callweaver_t,callweaver_t,file,create;
callweaver_t,callweaver_t,process,setfscreate;
callweaver_t,callweaver_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
callweaver_t,callweaver_t,udp_socket,listen;
callweaver_t,defined_port_type,udp_socket,name_bind;
can_change_object_identity,can_change_object_identity,key,link;
canna_t,canna_t,capability,net_bind_service; [ nis_enabled ]:True
canna_t,canna_t,capability,net_bind_service; [ nis_enabled ]:True
canna_t,canna_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
canna_t,canna_t,capability,net_admin
canna_t,canna_t,capability,sys_module
canna_t,canna_t,capability,sys_tty_config
canna_t,canna_t,file,create;
canna_t,canna_t,process,setfscreate;
canna_t,canna_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
canna_t,canna_t,udp_socket,listen;
canna_t,root_t,file,getattr
canna_t,root_t,file,read
canna_t,unpriv_userdomain,fd,use;
canna_t,user_home_dir_t,dir,getattr
canna_t,user_home_dir_t,dir,open
canna_t,user_home_dir_t,dir,search
cardmgr_t,cardmgr_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cardmgr_t,cardmgr_t,capability,net_admin
cardmgr_t,cardmgr_t,capability,sys_module
cardmgr_t,cardmgr_t,capability,sys_tty_config
cardmgr_t,cardmgr_t,file,create;
cardmgr_t,cardmgr_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cardmgr_t,cardmgr_t,udp_socket,listen;
cardmgr_t,domain,alg_socket,getattr;
cardmgr_t,domain,appletalk_socket,getattr;
cardmgr_t,domain,atmpvc_socket,getattr;
cardmgr_t,domain,atmsvc_socket,getattr;
cardmgr_t,domain,ax25_socket,getattr;
cardmgr_t,domain,bluetooth_socket,getattr;
cardmgr_t,domain,caif_socket,getattr;
cardmgr_t,domain,can_socket,getattr;
cardmgr_t,domain,dccp_socket,getattr;
cardmgr_t,domain,decnet_socket,getattr;
cardmgr_t,domain,fifo_file,getattr;
cardmgr_t,domain,icmp_socket,getattr;
cardmgr_t,domain,ieee802154_socket,getattr;
cardmgr_t,domain,ipx_socket,getattr;
cardmgr_t,domain,irda_socket,getattr;
cardmgr_t,domain,isdn_socket,getattr;
cardmgr_t,domain,iucv_socket,getattr;
cardmgr_t,domain,kcm_socket,getattr;
cardmgr_t,domain,llc_socket,getattr;
cardmgr_t,domain,mctp_socket,getattr;
cardmgr_t,domain,netlink_audit_socket,getattr;
cardmgr_t,domain,netlink_connector_socket,getattr;
cardmgr_t,domain,netlink_crypto_socket,getattr;
cardmgr_t,domain,netlink_dnrt_socket,getattr;
cardmgr_t,domain,netlink_fib_lookup_socket,getattr;
cardmgr_t,domain,netlink_firewall_socket,getattr;
cardmgr_t,domain,netlink_generic_socket,getattr;
cardmgr_t,domain,netlink_ip6fw_socket,getattr;
cardmgr_t,domain,netlink_iscsi_socket,getattr;
cardmgr_t,domain,netlink_kobject_uevent_socket,getattr;
cardmgr_t,domain,netlink_netfilter_socket,getattr;
cardmgr_t,domain,netlink_nflog_socket,getattr;
cardmgr_t,domain,netlink_rdma_socket,getattr;
cardmgr_t,domain,netlink_route_socket,getattr;
cardmgr_t,domain,netlink_scsitransport_socket,getattr;
cardmgr_t,domain,netlink_selinux_socket,getattr;
cardmgr_t,domain,netlink_socket,getattr;
cardmgr_t,domain,netlink_tcpdiag_socket,getattr;
cardmgr_t,domain,netlink_xfrm_socket,getattr;
cardmgr_t,domain,netrom_socket,getattr;
cardmgr_t,domain,nfc_socket,getattr;
cardmgr_t,domain,packet_socket,getattr;
cardmgr_t,domain,phonet_socket,getattr;
cardmgr_t,domain,pppox_socket,getattr;
cardmgr_t,domain,qipcrtr_socket,getattr;
cardmgr_t,domain,rawip_socket,getattr;
cardmgr_t,domain,rds_socket,getattr;
cardmgr_t,domain,rose_socket,getattr;
cardmgr_t,domain,rxrpc_socket,getattr;
cardmgr_t,domain,sctp_socket,getattr;
cardmgr_t,domain,smc_socket,getattr;
cardmgr_t,domain,tcp_socket,getattr;
cardmgr_t,domain,tipc_socket,getattr;
cardmgr_t,domain,tun_socket,getattr;
cardmgr_t,domain,udp_socket,getattr;
cardmgr_t,domain,unix_dgram_socket,getattr;
cardmgr_t,domain,unix_stream_socket,getattr;
cardmgr_t,domain,vsock_socket,getattr;
cardmgr_t,domain,x25_socket,getattr;
cardmgr_t,domain,xdp_socket,getattr;
cardmgr_t,file_type,dir,getattr;
cardmgr_t,file_type,fifo_file,getattr;
cardmgr_t,file_type,file,getattr;
cardmgr_t,file_type,lnk_file,getattr;
cardmgr_t,file_type,sock_file,getattr;
cardmgr_t,pcmcia_typeattr_1,process,ptrace;
cardmgr_t,proc_kmsg_t,file,getattr;
cardmgr_t,ptynode,chr_file,getattr;
cardmgr_t,unconfined_domain_type,dir,getattr
cardmgr_t,unconfined_domain_type,dir,open
cardmgr_t,unconfined_domain_type,dir,search
cardmgr_t,unconfined_domain_type,file,getattr
cardmgr_t,unconfined_domain_type,file,ioctl
cardmgr_t,unconfined_domain_type,file,lock
cardmgr_t,unconfined_domain_type,file,open
cardmgr_t,unconfined_domain_type,file,read
cardmgr_t,unconfined_domain_type,lnk_file,getattr
cardmgr_t,unconfined_domain_type,lnk_file,read
cardmgr_t,unpriv_userdomain,fd,use;
ccs_t,bin_t,dir,write;
ccs_t,ccs_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
ccs_t,ccs_t,capability,net_admin
ccs_t,ccs_t,capability,sys_module
ccs_t,ccs_t,file,create;
ccs_t,ccs_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
ccs_t,ccs_t,udp_socket,listen;
cdcc_t,cdcc_t,capability,net_bind_service; [ nis_enabled ]:True
cdcc_t,cdcc_t,capability,net_admin
cdcc_t,cdcc_t,capability,sys_module
cdcc_t,cdcc_t,file,create;
cdcc_t,cdcc_t,process,setfscreate;
cdcc_t,cdcc_t,udp_socket,listen;
cdrecord_t,autofs_t,dir,ioctl
cdrecord_t,autofs_t,dir,lock
cdrecord_t,autofs_t,dir,read
cdrecord_t,autofs_t,dir,use_nfs_home_dirs
cdrecord_t,autofs_t,dir,cdrecord_read_content
cdrecord_t,autofs_t,dir,False
cdrecord_t,autofs_t,dir,ioctl
cdrecord_t,autofs_t,dir,lock
cdrecord_t,autofs_t,dir,read
cdrecord_t,autofs_t,dir,use_samba_home_dirs
cdrecord_t,autofs_t,dir,cdrecord_read_content
cdrecord_t,autofs_t,dir,False
cdrecord_t,cdrecord_t,capability,net_admin
cdrecord_t,cdrecord_t,capability,sys_module
cdrecord_t,cdrecord_t,file,create;
cdrecord_t,cdrecord_t,udp_socket,listen;
cdrecord_t,cifs_t,dir,ioctl
cdrecord_t,cifs_t,dir,lock
cdrecord_t,cifs_t,dir,read
cdrecord_t,cifs_t,dir,use_samba_home_dirs
cdrecord_t,cifs_t,dir,cdrecord_read_content
cdrecord_t,cifs_t,dir,False
cdrecord_t,cifs_t,file,getattr
cdrecord_t,cifs_t,file,ioctl
cdrecord_t,cifs_t,file,lock
cdrecord_t,cifs_t,file,open
cdrecord_t,cifs_t,file,read
cdrecord_t,cifs_t,file,use_samba_home_dirs
cdrecord_t,cifs_t,file,cdrecord_read_content
cdrecord_t,cifs_t,file,False
cdrecord_t,home_root_t,dir,ioctl
cdrecord_t,home_root_t,dir,lock
cdrecord_t,home_root_t,dir,read
cdrecord_t,home_root_t,dir,cdrecord_read_content
cdrecord_t,home_root_t,dir,False
cdrecord_t,home_root_t,dir,ioctl
cdrecord_t,home_root_t,dir,lock
cdrecord_t,home_root_t,dir,read
cdrecord_t,home_root_t,dir,use_nfs_home_dirs
cdrecord_t,home_root_t,dir,cdrecord_read_content
cdrecord_t,home_root_t,dir,False
cdrecord_t,home_root_t,dir,ioctl
cdrecord_t,home_root_t,dir,lock
cdrecord_t,home_root_t,dir,read
cdrecord_t,home_root_t,dir,use_samba_home_dirs
cdrecord_t,home_root_t,dir,cdrecord_read_content
cdrecord_t,home_root_t,dir,False
cdrecord_t,home_root_t,lnk_file,getattr
cdrecord_t,home_root_t,lnk_file,read
cdrecord_t,home_root_t,lnk_file,cdrecord_read_content
cdrecord_t,home_root_t,lnk_file,False
cdrecord_t,home_root_t,lnk_file,getattr
cdrecord_t,home_root_t,lnk_file,read
cdrecord_t,home_root_t,lnk_file,use_nfs_home_dirs
cdrecord_t,home_root_t,lnk_file,cdrecord_read_content
cdrecord_t,home_root_t,lnk_file,False
cdrecord_t,home_root_t,lnk_file,getattr
cdrecord_t,home_root_t,lnk_file,read
cdrecord_t,home_root_t,lnk_file,use_samba_home_dirs
cdrecord_t,home_root_t,lnk_file,cdrecord_read_content
cdrecord_t,home_root_t,lnk_file,False
cdrecord_t,nfs_t,dir,ioctl
cdrecord_t,nfs_t,dir,lock
cdrecord_t,nfs_t,dir,read
cdrecord_t,nfs_t,dir,use_nfs_home_dirs
cdrecord_t,nfs_t,dir,cdrecord_read_content
cdrecord_t,nfs_t,dir,False
cdrecord_t,nfs_t,file,getattr
cdrecord_t,nfs_t,file,ioctl
cdrecord_t,nfs_t,file,lock
cdrecord_t,nfs_t,file,open
cdrecord_t,nfs_t,file,read
cdrecord_t,nfs_t,file,use_nfs_home_dirs
cdrecord_t,nfs_t,file,cdrecord_read_content
cdrecord_t,nfs_t,file,False
cdrecord_t,removable_t,dir,ioctl
cdrecord_t,removable_t,dir,lock
cdrecord_t,removable_t,dir,read
cdrecord_t,removable_t,dir,cdrecord_read_content
cdrecord_t,removable_t,dir,False
cdrecord_t,removable_t,file,getattr
cdrecord_t,removable_t,file,ioctl
cdrecord_t,removable_t,file,lock
cdrecord_t,removable_t,file,open
cdrecord_t,removable_t,file,read
cdrecord_t,removable_t,file,cdrecord_read_content
cdrecord_t,removable_t,file,False
cdrecord_t,tmp_t,dir,ioctl
cdrecord_t,tmp_t,dir,lock
cdrecord_t,tmp_t,dir,read
cdrecord_t,tmp_t,dir,cdrecord_read_content
cdrecord_t,tmp_t,dir,False
cdrecord_t,user_home_dir_t,dir,ioctl
cdrecord_t,user_home_dir_t,dir,lock
cdrecord_t,user_home_dir_t,dir,read
cdrecord_t,user_home_dir_t,dir,cdrecord_read_content
cdrecord_t,user_home_dir_t,dir,False
cdrecord_t,user_home_dir_t,dir,ioctl
cdrecord_t,user_home_dir_t,dir,lock
cdrecord_t,user_home_dir_t,dir,read
cdrecord_t,user_home_dir_t,dir,cdrecord_read_content
cdrecord_t,user_home_dir_t,dir,False
cdrecord_t,user_home_type,dir,ioctl
cdrecord_t,user_home_type,dir,lock
cdrecord_t,user_home_type,dir,read
cdrecord_t,user_home_type,dir,cdrecord_read_content
cdrecord_t,user_home_type,dir,False
cdrecord_t,user_home_type,file,getattr
cdrecord_t,user_home_type,file,ioctl
cdrecord_t,user_home_type,file,lock
cdrecord_t,user_home_type,file,open
cdrecord_t,user_home_type,file,read
cdrecord_t,user_home_type,file,cdrecord_read_content
cdrecord_t,user_home_type,file,False
cdrecord_t,user_home_type,lnk_file,getattr
cdrecord_t,user_home_type,lnk_file,read
cdrecord_t,user_home_type,lnk_file,cdrecord_read_content
cdrecord_t,user_home_type,lnk_file,False
certmaster_t,certmaster_t,capability,net_bind_service; [ nis_enabled ]:True
certmaster_t,certmaster_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
certmaster_t,certmaster_t,capability,net_admin
certmaster_t,certmaster_t,capability,sys_module
certmaster_t,certmaster_t,file,create;
certmaster_t,certmaster_t,process,setfscreate;
certmaster_t,certmaster_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
certmaster_t,certmaster_t,udp_socket,listen;
certmonger_t,certmonger_t,capability,net_bind_service; [ nis_enabled ]:True
certmonger_t,certmonger_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
certmonger_t,certmonger_t,capability,net_admin
certmonger_t,certmonger_t,capability,sys_module
certmonger_t,certmonger_t,capability,sys_ptrace
certmonger_t,certmonger_t,capability,sys_resource
certmonger_t,certmonger_t,capability,sys_tty_config
certmonger_t,certmonger_t,file,create;
certmonger_t,certmonger_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
certmonger_t,certmonger_t,process,setfscreate
certmonger_t,certmonger_t,process,setrlimit
certmonger_t,certmonger_t,udp_socket,listen;
certmonger_t,etc_runtime_t,file,write;
certmonger_unconfined_t,certmonger_unconfined_t,capability,net_admin
certmonger_unconfined_t,certmonger_unconfined_t,capability,sys_module
certmonger_unconfined_t,certmonger_unconfined_t,capability,sys_ptrace
certmonger_unconfined_t,certmonger_unconfined_t,capability,sys_resource
certmonger_unconfined_t,certmonger_unconfined_t,file,create;
certmonger_unconfined_t,certmonger_unconfined_t,process,setrlimit;
certmonger_unconfined_t,certmonger_unconfined_t,udp_socket,listen;
certwatch_t,admin_home_t,dir,ioctl
certwatch_t,admin_home_t,dir,lock
certwatch_t,admin_home_t,dir,read
certwatch_t,admin_home_t,lnk_file,getattr
certwatch_t,admin_home_t,lnk_file,read
certwatch_t,certwatch_t,capability,dac_read_search
certwatch_t,certwatch_t,capability,net_admin
certwatch_t,certwatch_t,capability,sys_module
certwatch_t,certwatch_t,file,create;
certwatch_t,certwatch_t,udp_socket,listen;
certwatch_t,mountpoint,dir,write;
cfengine_execd_t,cfengine_execd_t,capability,net_bind_service; [ nis_enabled ]:True
cfengine_execd_t,cfengine_execd_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cfengine_execd_t,cfengine_execd_t,capability,net_admin
cfengine_execd_t,cfengine_execd_t,capability,sys_module
cfengine_execd_t,cfengine_execd_t,file,create;
cfengine_execd_t,cfengine_execd_t,process,setfscreate;
cfengine_execd_t,cfengine_execd_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cfengine_execd_t,cfengine_execd_t,udp_socket,listen;
cfengine_monitord_t,cfengine_monitord_t,capability,net_bind_service; [ nis_enabled ]:True
cfengine_monitord_t,cfengine_monitord_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cfengine_monitord_t,cfengine_monitord_t,capability,net_admin
cfengine_monitord_t,cfengine_monitord_t,capability,sys_module
cfengine_monitord_t,cfengine_monitord_t,file,create;
cfengine_monitord_t,cfengine_monitord_t,process,setfscreate;
cfengine_monitord_t,cfengine_monitord_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cfengine_monitord_t,cfengine_monitord_t,udp_socket,listen;
cfengine_serverd_t,cfengine_serverd_t,capability,net_bind_service; [ nis_enabled ]:True
cfengine_serverd_t,cfengine_serverd_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cfengine_serverd_t,cfengine_serverd_t,capability,net_admin
cfengine_serverd_t,cfengine_serverd_t,capability,sys_module
cfengine_serverd_t,cfengine_serverd_t,file,create;
cfengine_serverd_t,cfengine_serverd_t,process,setfscreate;
cfengine_serverd_t,cfengine_serverd_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cfengine_serverd_t,cfengine_serverd_t,udp_socket,listen;
cgclear_t,cgclear_t,capability,net_bind_service; [ nis_enabled ]:True
cgclear_t,cgclear_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cgclear_t,cgclear_t,capability,net_admin
cgclear_t,cgclear_t,capability,sys_module
cgclear_t,cgclear_t,file,create;
cgclear_t,cgclear_t,process,setfscreate;
cgclear_t,cgclear_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cgclear_t,cgclear_t,udp_socket,listen;
cgconfig_t,cgconfig_t,capability,net_bind_service; [ nis_enabled ]:True
cgconfig_t,cgconfig_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cgconfig_t,cgconfig_t,capability,net_admin
cgconfig_t,cgconfig_t,capability,sys_module
cgconfig_t,cgconfig_t,file,create;
cgconfig_t,cgconfig_t,process,setfscreate;
cgconfig_t,cgconfig_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cgconfig_t,cgconfig_t,udp_socket,listen;
cgred_t,cgred_t,capability,net_bind_service; [ nis_enabled ]:True
cgred_t,cgred_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
cgred_t,cgred_t,capability,net_admin
cgred_t,cgred_t,capability,sys_module
cgred_t,cgred_t,file,create;
cgred_t,cgred_t,process,setfscreate;
cgred_t,cgred_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
cgred_t,cgred_t,udp_socket,listen;
checkpc_t,checkpc_t,capability,net_bind_service; [ nis_enabled ]:True
checkpc_t,checkpc_t,capability,net_admin
checkpc_t,checkpc_t,capability,sys_module
checkpc_t,checkpc_t,file,create;
checkpc_t,checkpc_t,udp_socket,listen;
checkpc_t,port_type,tcp_socket,name_bind; [ nis_enabled ]:True
checkpc_t,port_type,udp_socket,name_bind; [ nis_enabled ]:True
checkpolicy_t,checkpolicy_t,capability,net_admin
checkpolicy_t,checkpolicy_t,capability,sys_module
checkpolicy_t,checkpolicy_t,file,create;
checkpolicy_t,checkpolicy_t,udp_socket,listen;
chfn_t,chfn_t,capability,net_bind_service; [ nis_enabled ]:True
chfn_t,chfn_t,capability,net_bind_service; [ nis_enabled ]:True
chfn_t,chfn_t,capability,net_admin
chfn_t,chfn_t,capability,sys_module
chfn_t,chfn_t,file,create;
chfn_t,chfn_t,process,setfscreate;
chfn_t,chfn_t,udp_socket,listen;
chfn_t,cifs_t,dir,ioctl
chfn_t,cifs_t,dir,lock
chfn_t,cifs_t,dir,read
chfn_t,device_node,blk_file,getattr;
chfn_t,device_node,chr_file,getattr;
chfn_t,device_node,dir,getattr;
chfn_t,device_node,fifo_file,getattr;
chfn_t,device_node,file,getattr;
chfn_t,device_node,lnk_file,getattr;
chfn_t,device_node,sock_file,getattr;
chfn_t,home_root_t,lnk_file,getattr
chfn_t,home_root_t,lnk_file,read
chfn_t,initctl_t,fifo_file,getattr;
chfn_t,initrc_var_run_t,file,append
chfn_t,initrc_var_run_t,file,getattr
chfn_t,initrc_var_run_t,file,ioctl
chfn_t,initrc_var_run_t,file,lock
chfn_t,initrc_var_run_t,file,open
chfn_t,initrc_var_run_t,file,read
chfn_t,initrc_var_run_t,file,write
chfn_t,nfs_t,dir,ioctl
chfn_t,nfs_t,dir,lock
chfn_t,nfs_t,dir,read
chfn_t,proc_kcore_t,file,getattr;
chfn_t,shadow_t,file,getattr
chfn_t,shadow_t,file,ioctl
chfn_t,shadow_t,file,lock
chfn_t,shadow_t,file,open
chfn_t,shadow_t,file,read
chkpwd_t,chkpwd_t,capability,net_bind_service; [ nis_enabled ]:True
chkpwd_t,chkpwd_t,capability,net_bind_service; [ nis_enabled ]:True
chkpwd_t,chkpwd_t,capability,net_admin
chkpwd_t,chkpwd_t,capability,sys_module
chkpwd_t,chkpwd_t,capability,sys_tty_config
chkpwd_t,chkpwd_t,file,create;
chkpwd_t,chkpwd_t,process,setfscreate;
chkpwd_t,chkpwd_t,udp_socket,listen;
chkpwd_t,console_device_t,chr_file,append
chkpwd_t,console_device_t,chr_file,write
chkpwd_t,devpts_t,chr_file,getattr
chkpwd_t,devpts_t,chr_file,ioctl
chkpwd_t,devpts_t,chr_file,read
chkpwd_t,devpts_t,chr_file,write
chkpwd_t,fs_t,filesystem,getattr;
chkpwd_t,init_t,fd,use;
chkpwd_t,privfd,fd,use;
chkpwd_t,ptynode,chr_file,append
chkpwd_t,ptynode,chr_file,getattr
chkpwd_t,ptynode,chr_file,ioctl
chkpwd_t,ptynode,chr_file,lock
chkpwd_t,ptynode,chr_file,read
chkpwd_t,ptynode,chr_file,write
chkpwd_t,tty_device_t,chr_file,append
chkpwd_t,tty_device_t,chr_file,getattr
chkpwd_t,tty_device_t,chr_file,ioctl
chkpwd_t,tty_device_t,chr_file,lock
chkpwd_t,tty_device_t,chr_file,read
chkpwd_t,tty_device_t,chr_file,write
chkpwd_t,user_tty_device_t,chr_file,append
chkpwd_t,user_tty_device_t,chr_file,getattr
chkpwd_t,user_tty_device_t,chr_file,ioctl
chkpwd_t,user_tty_device_t,chr_file,lock
chkpwd_t,user_tty_device_t,chr_file,read
chkpwd_t,user_tty_device_t,chr_file,write
chrome_sandbox_nacl_t,chrome_sandbox_nacl_t,capability,net_admin
chrome_sandbox_nacl_t,chrome_sandbox_nacl_t,capability,sys_module
chrome_sandbox_nacl_t,chrome_sandbox_nacl_t,file,create;
chrome_sandbox_nacl_t,chrome_sandbox_nacl_t,memprotect,mmap_zero;
chrome_sandbox_nacl_t,chrome_sandbox_nacl_t,udp_socket,listen;
chrome_sandbox_nacl_t,gnome_home_type,file,append
chrome_sandbox_nacl_t,gnome_home_type,file,write
chrome_sandbox_nacl_t,user_devpts_t,chr_file,append
chrome_sandbox_nacl_t,user_devpts_t,chr_file,getattr
chrome_sandbox_nacl_t,user_devpts_t,chr_file,ioctl
chrome_sandbox_nacl_t,user_devpts_t,chr_file,lock
chrome_sandbox_nacl_t,user_devpts_t,chr_file,read
chrome_sandbox_nacl_t,user_devpts_t,chr_file,write
chrome_sandbox_nacl_t,user_home_dir_t,dir,ioctl
chrome_sandbox_nacl_t,user_home_dir_t,dir,lock
chrome_sandbox_nacl_t,user_home_dir_t,dir,read
chrome_sandbox_nacl_t,user_home_type,dir,ioctl
chrome_sandbox_nacl_t,user_home_type,dir,lock
chrome_sandbox_nacl_t,user_home_type,dir,read
chrome_sandbox_nacl_t,user_home_type,file,getattr
chrome_sandbox_nacl_t,user_home_type,file,ioctl
chrome_sandbox_nacl_t,user_home_type,file,lock
chrome_sandbox_nacl_t,user_home_type,file,open
chrome_sandbox_nacl_t,user_home_type,file,read
chrome_sandbox_nacl_t,user_home_type,lnk_file,getattr
chrome_sandbox_nacl_t,user_home_type,lnk_file,read
chrome_sandbox_nacl_t,user_tty_device_t,chr_file,append
chrome_sandbox_nacl_t,user_tty_device_t,chr_file,getattr
chrome_sandbox_nacl_t,user_tty_device_t,chr_file,ioctl
chrome_sandbox_nacl_t,user_tty_device_t,chr_file,lock
chrome_sandbox_nacl_t,user_tty_device_t,chr_file,read
