1,2
courier_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
courier_exec_t,"application_exec_type, exec_type, file_type, non_auth_file_type, non_security_file_type, mta_exec_type"
courier_pcp_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
courier_pcp_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, courier_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
courier_pop_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
courier_pop_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, courier_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
courier_spool_t,"file_type, non_auth_file_type, non_security_file_type, spoolfile"
courier_sqwebmail_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, courier_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
courier_tcpd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
courier_tcpd_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, courier_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
courier_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
courier_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cpu_device_t,device_node
cpu_online_t,"file_type, non_auth_file_type, non_security_file_type"
cpucontrol_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
cpucontrol_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
cpucontrol_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, cpucontrol_domain, systemprocess, syslog_client_type, pcmcia_typeattr_1"
cpufreqselector_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
cpufreqselector_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, system_bus_type, daemon, systemprocess, pcmcia_typeattr_1"
cpuplug_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
cpuplug_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
cpuplug_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
cpuplug_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, syslog_client_type, pcmcia_typeattr_1"
cpuplug_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cpusetfs_t,filesystem_type
cpuspeed_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
cpuspeed_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, cpucontrol_domain, systemprocess, syslog_client_type, pcmcia_typeattr_1"
cpuspeed_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
crack_db_t,"file_type, non_auth_file_type, non_security_file_type"
crack_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
crack_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, syslog_client_type, pcmcia_typeattr_1"
crack_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
crash_device_t,device_node
cron_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
cron_spool_t,"file_type, non_auth_file_type, non_security_file_type, spoolfile, mailcontent_type"
cron_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cron_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
crond_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
crond_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
crond_t,"can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, nsswitch_domain, can_change_object_identity, can_change_process_identity, can_change_process_role, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, cron_source_domain, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, privfd, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, daemon, syslog_client_type, sepgsql_unconfined_type, can_relabelto_binary_policy, unconfined_login_domain, userdom_filetrans_type, x_domain, xserver_unconfined_type"
crond_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, polyparent, tmpfile, mailcontent_type"
crond_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
crond_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile, mailcontent_type"
crontab_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
crypt_device_t,device_node
ctdb_client_packet_t,"client_packet_type, packet_type"
ctdb_port_t,"defined_port_type, port_type, unreserved_port_type"
ctdb_server_packet_t,"packet_type, server_packet_type"
ctdbd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
ctdbd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
ctdbd_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
ctdbd_spool_t,"file_type, non_auth_file_type, non_security_file_type"
ctdbd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, initrc_transition_domain, daemon, syslog_client_type, pcmcia_typeattr_1, userdom_home_manager_type"
ctdbd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
ctdbd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
ctdbd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
ctdbd_var_t,"file_type, non_auth_file_type, non_security_file_type"
cups_brf_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cups_brf_t,"corenet_unlabeled_type, domain, cups_domain, pcmcia_typeattr_1, userdom_filetrans_type"
cups_pdf_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cups_pdf_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, cups_domain, syslog_client_type, pcmcia_typeattr_1, userdom_home_manager_type, userdom_filetrans_type"
cups_pdf_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cupsd_config_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
cupsd_config_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, cups_domain, system_bus_type, daemon, systemprocess, syslog_client_type, pcmcia_typeattr_1"
cupsd_config_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cupsd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
cupsd_interface_t,"file_type, non_auth_file_type, non_security_file_type"
cupsd_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
cupsd_lpd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
cupsd_lpd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, cups_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
cupsd_lpd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cupsd_lpd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cupsd_rw_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
cupsd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cvs_client_packet_t,"client_packet_type, packet_type"
cvs_data_t,"file_type, non_auth_file_type, non_security_file_type"
cvs_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
cvs_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
cvs_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
cvs_keytab_t,"file_type, non_auth_file_type, non_security_file_type"
cvs_port_t,"defined_port_type, port_type, unreserved_port_type"
cvs_server_packet_t,"packet_type, server_packet_type"
cvs_t,"can_read_shadow_passwords, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
cvs_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cvs_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cyphesis_client_packet_t,"client_packet_type, packet_type"
cyphesis_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
cyphesis_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
cyphesis_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
cyphesis_port_t,"defined_port_type, port_type, unreserved_port_type"
cyphesis_server_packet_t,"packet_type, server_packet_type"
cyphesis_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, syslog_client_type, pcmcia_typeattr_1"
cyphesis_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cyphesis_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cyrus_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
cyrus_imapd_client_packet_t,"client_packet_type, packet_type"
cyrus_imapd_port_t,"defined_port_type, port_type, unreserved_port_type"
cyrus_imapd_server_packet_t,"packet_type, server_packet_type"
cyrus_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
cyrus_keytab_t,"file_type, non_auth_file_type, non_security_file_type"
cyrus_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
cyrus_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile, systemd_private_tmp_type"
cyrus_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cyrus_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
daap_client_packet_t,"client_packet_type, packet_type"
daap_port_t,"defined_port_type, port_type, unreserved_port_type"
daap_server_packet_t,"packet_type, server_packet_type"
data_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, gnome_home_type, user_home_type"
dbadm_sudo_t,"application_domain_type, nsswitch_domain, can_change_object_identity, can_change_process_role, can_system_change, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, privfd, syslog_client_type, pcmcia_typeattr_1, sudodomain, userdom_home_manager_type"
dbadm_sudo_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dbadm_t,"nsswitch_domain, can_system_change, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, process_user_target, initrc_transition_domain, syslog_client_type, pcmcia_typeattr_1, sepgsql_admin_type, confined_admindomain, userdomain"
dbskkd_client_packet_t,"client_packet_type, packet_type"
dbskkd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
dbskkd_port_t,"defined_port_type, port_type, unreserved_port_type"
dbskkd_server_packet_t,"packet_type, server_packet_type"
dbskkd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
dbskkd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dbskkd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dbus_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, gnome_home_type, user_home_type"
dbusd_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
dbusd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
dcc_client_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
dcc_client_map_t,"file_type, non_auth_file_type, non_security_file_type"
dcc_client_packet_t,"client_packet_type, packet_type"
dcc_client_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
dcc_client_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dcc_dbclean_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
dcc_dbclean_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
dcc_dbclean_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dcc_port_t,"defined_port_type, port_type, unreserved_port_type"
dcc_server_packet_t,"packet_type, server_packet_type"
dcc_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dcc_var_t,"file_type, non_auth_file_type, non_security_file_type"
dccd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dccd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dccd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dccd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dccifd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dccifd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dccifd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dccifd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dccm_client_packet_t,"client_packet_type, packet_type"
dccm_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dccm_port_t,"defined_port_type, port_type, unreserved_port_type"
dccm_server_packet_t,"packet_type, server_packet_type"
dccm_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dccm_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dccm_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dcerpcd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dcerpcd_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, likewise_domains, syslog_client_type, pcmcia_typeattr_1"
dcerpcd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
dcerpcd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dcerpcd_var_socket_t,"file_type, non_auth_file_type, non_security_file_type"
ddclient_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
ddclient_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
ddclient_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
ddclient_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
ddclient_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
ddclient_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
ddclient_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
ddclient_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
ddclient_var_t,"file_type, non_auth_file_type, non_security_file_type"
debugfs_t,"file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
debuginfo_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
default_context_t,"file_type, non_auth_file_type, security_file_type"
default_t,"base_file_type, file_type, mountpoint, non_auth_file_type, non_security_file_type"
deltacloudd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
deltacloudd_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
deltacloudd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, cloudform_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
deltacloudd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
deltacloudd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
denyhosts_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
denyhosts_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
denyhosts_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
denyhosts_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
denyhosts_var_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
denyhosts_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
device_t,"base_file_type, device_node, file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
devicekit_disk_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
devicekit_disk_t,"application_domain_type, can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, nsswitch_domain, can_change_object_identity, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, fixed_disk_raw_read, fixed_disk_raw_write, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, system_bus_type, daemon, systemprocess, syslog_client_type, sepgsql_unconfined_type, can_relabelto_binary_policy, userdom_filetrans_type, x_domain, xserver_unconfined_type"
devicekit_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
devicekit_power_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
devicekit_power_t,"application_domain_type, can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, nsswitch_domain, can_change_object_identity, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, system_bus_type, initrc_transition_domain, daemon, systemprocess, syslog_client_type, sepgsql_unconfined_type, can_relabelto_binary_policy, userdom_filetrans_type, x_domain, xserver_unconfined_type"
devicekit_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
devicekit_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
devlog_t,"file_type, non_auth_file_type, non_security_file_type"
devpts_t,"file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
devtty_t,device_node
dey_keyneg_client_packet_t,"client_packet_type, packet_type"
dey_keyneg_port_t,"defined_port_type, port_type, unreserved_port_type"
dey_keyneg_server_packet_t,"packet_type, server_packet_type"
dey_sapi_client_packet_t,"client_packet_type, packet_type"
dey_sapi_port_t,"defined_port_type, port_type, unreserved_port_type"
dey_sapi_server_packet_t,"packet_type, server_packet_type"
dhcp_state_t,"file_type, non_auth_file_type, non_security_file_type"
dhcpc_client_packet_t,"client_packet_type, packet_type"
dhcpc_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
dhcpc_helper_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
dhcpc_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
dhcpc_server_packet_t,"packet_type, server_packet_type"
dhcpc_state_t,"file_type, non_auth_file_type, non_security_file_type"
dhcpc_t,"application_domain_type, nsswitch_domain, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, system_bus_type, initrc_transition_domain, daemon, systemprocess, syslog_client_type, pcmcia_typeattr_1"
dhcpc_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dhcpc_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dhcpd_client_packet_t,"client_packet_type, packet_type"
dhcpd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dhcpd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
dhcpd_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
dhcpd_server_packet_t,"packet_type, server_packet_type"
dhcpd_state_t,"file_type, non_auth_file_type, non_security_file_type"
dhcpd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dhcpd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dhcpd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
dhcpd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dict_client_packet_t,"client_packet_type, packet_type"
dict_port_t,"defined_port_type, port_type, unreserved_port_type"
dict_server_packet_t,"packet_type, server_packet_type"
dictd_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
dictd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dictd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
dictd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dictd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dirsrv_config_t,"file_type, non_auth_file_type, non_security_file_type"
dirsrv_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dirsrv_share_t,"file_type, non_auth_file_type, non_security_file_type"
dirsrv_snmp_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dirsrv_snmp_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, pcmcia_typeattr_1"
dirsrv_snmp_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
dirsrv_snmp_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dirsrv_t,"nsswitch_domain, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
dirsrv_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile, systemd_private_tmp_type"
dirsrv_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
dirsrv_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
dirsrv_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
dirsrv_var_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
dirsrv_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
dirsrv_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
dirsrvadmin_config_t,"file_type, non_auth_file_type, non_security_file_type"
dirsrvadmin_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dirsrvadmin_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
dirsrvadmin_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, pcmcia_typeattr_1"
dirsrvadmin_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dirsrvadmin_unconfined_script_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
dirsrvadmin_unconfined_script_t,"can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, can_change_object_identity, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, sepgsql_unconfined_type, can_relabelto_binary_policy, userdom_filetrans_type, x_domain, xserver_unconfined_type"
dirsrvadmin_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
distccd_client_packet_t,"client_packet_type, packet_type"
distccd_port_t,"defined_port_type, port_type, unreserved_port_type"
distccd_server_packet_t,"packet_type, server_packet_type"
dkim_milter_data_t,"file_type, non_auth_file_type, non_security_file_type, pidfile, milter_data_type"
dkim_milter_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dkim_milter_private_key_t,"file_type, non_auth_file_type, non_security_file_type"
dkim_milter_t,"nsswitch_domain, corenet_unlabeled_type, domain, netlabel_peer_type, daemon, syslog_client_type, milter_domains, pcmcia_typeattr_1"
dkim_milter_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
dlm_control_device_t,device_node
dlm_controld_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dlm_controld_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
dlm_controld_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1, cluster_domain"
dlm_controld_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile, cluster_tmpfs"
dlm_controld_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile, cluster_log"
dlm_controld_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile, cluster_pid"
dma_device_t,device_node
dmesg_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
dmesg_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, memory_raw_read, systemprocess, syslog_client_type, pcmcia_typeattr_1"
dmidecode_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
dmidecode_t,"application_domain_type, corenet_unlabeled_type, domain, memory_raw_read, pcmcia_typeattr_1"
dns_client_packet_t,"client_packet_type, packet_type"
dns_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
dns_server_packet_t,"packet_type, server_packet_type"
dnsmasq_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
dnsmasq_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
dnsmasq_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
dnsmasq_lease_t,"file_type, non_auth_file_type, non_security_file_type"
dnsmasq_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
