1,2
cgclear_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
cgconfig_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
cgconfig_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cgconfig_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
cgconfig_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
cgred_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cgred_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
cgred_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
cgred_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
cgred_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cgroup_t,"file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
cgrules_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
checkpc_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
checkpc_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
checkpc_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, pcmcia_typeattr_1, syslog_client_type, systemprocess"
checkpolicy_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
checkpolicy_t,"application_domain_type, corenet_unlabeled_type, domain, pcmcia_typeattr_1"
chfn_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
chfn_t,"application_domain_type, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
chkpwd_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
chkpwd_t,"application_domain_type, can_read_shadow_passwords, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
chrome_sandbox_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
chrome_sandbox_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
chrome_sandbox_input_xevent_t,"input_xevent_type, xevent_type"
chrome_sandbox_nacl_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
chrome_sandbox_nacl_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, pcmcia_typeattr_1"
chrome_sandbox_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, pcmcia_typeattr_1, x_domain, xcolormap_type, xdmhomewriter, xdrawable_type"
chrome_sandbox_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
chrome_sandbox_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
chrome_sandbox_xproperty_t,xproperty_type
chronyc_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
chronyc_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, pcmcia_typeattr_1, systemprocess"
chronyd_client_packet_t,"client_packet_type, packet_type"
chronyd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
chronyd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
chronyd_keys_t,"file_type, non_auth_file_type, non_security_file_type"
chronyd_port_t,"defined_port_type, port_type, reserved_port_type"
chronyd_server_packet_t,"packet_type, server_packet_type"
chronyd_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
chronyd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
chronyd_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
chronyd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
chronyd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
chronyd_var_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
chronyd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
chroot_exec_t,"exec_type, file_type, non_auth_file_type, non_security_file_type"
chroot_user_t,"can_change_process_identity, can_change_process_role, corenet_unlabeled_type, domain, pcmcia_typeattr_1, ssh_dyntransition_domain, unconfined_login_domain, userdom_home_manager_type"
cifs_t,"entry_type, exec_type, file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type, noxattrfs"
cinder_api_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cinder_api_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, cinder_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
cinder_api_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cinder_api_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cinder_backup_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cinder_backup_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, cinder_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
cinder_backup_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cinder_backup_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cinder_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
cinder_scheduler_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cinder_scheduler_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, cinder_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
cinder_scheduler_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cinder_scheduler_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cinder_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cinder_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cinder_volume_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cinder_volume_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, cinder_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
cinder_volume_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cinder_volume_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
ciped_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
ciped_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
ciped_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, pcmcia_typeattr_1, syslog_client_type"
clamd_client_packet_t,"client_packet_type, packet_type"
clamd_port_t,"defined_port_type, port_type, unreserved_port_type"
clamd_server_packet_t,"packet_type, server_packet_type"
client_packet_t,"client_packet_type, packet_type"
client_xevent_t,xevent_type
clipboard_xproperty_t,xproperty_type
clipboard_xselection_t,xselection_type
clock_device_t,device_node
clockspeed_client_packet_t,"client_packet_type, packet_type"
clockspeed_port_t,"defined_port_type, port_type, unreserved_port_type"
clockspeed_server_packet_t,"packet_type, server_packet_type"
clogd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
clogd_t,"corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, fixed_disk_raw_write, pcmcia_typeattr_1, syslog_client_type"
clogd_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
clogd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cloud_init_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cloud_init_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_system_change, can_write_shadow_passwords, cloudform_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, fixed_disk_raw_read, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
cloud_init_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cloud_init_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cloud_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
cloud_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cluster_client_packet_t,"client_packet_type, packet_type"
cluster_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
cluster_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cluster_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
cluster_port_t,"defined_port_type, ephemeral_port_type, port_type, unreserved_port_type"
cluster_server_packet_t,"packet_type, server_packet_type"
cluster_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, cluster_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, fixed_disk_raw_read, initrc_domain, initrc_transition_domain, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, virsh_transition_domain, x_domain, xserver_unconfined_type"
cluster_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cluster_tmpfs_t,"cluster_tmpfs, file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
cluster_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cluster_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cluster_var_log_t,"cluster_log, file_type, logfile, non_auth_file_type, non_security_file_type"
cluster_var_run_t,"cluster_pid, file_type, non_auth_file_type, non_security_file_type, pidfile"
clvmd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
clvmd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
clvmd_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, fixed_disk_raw_read, fixed_disk_raw_write, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
clvmd_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
clvmd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cma_client_packet_t,"client_packet_type, packet_type"
cma_port_t,"defined_port_type, port_type, unreserved_port_type"
cma_server_packet_t,"packet_type, server_packet_type"
cmirrord_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cmirrord_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
cmirrord_t,"can_change_object_identity, corenet_unlabeled_type, daemon, domain, fixed_disk_raw_read, fixed_disk_raw_write, pcmcia_typeattr_1, syslog_client_type"
cmirrord_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
cmirrord_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
cobbler_client_packet_t,"client_packet_type, packet_type"
cobbler_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
cobbler_port_t,"defined_port_type, port_type, unreserved_port_type"
cobbler_server_packet_t,"packet_type, server_packet_type"
cobbler_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cobbler_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cobbler_var_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
cobblerd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cobblerd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
cobblerd_t,"corenet_unlabeled_type, daemon, domain, initrc_transition_domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
cockpit_session_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cockpit_session_t,"can_change_object_identity, can_change_process_identity, can_change_process_role, can_read_shadow_passwords, can_write_shadow_passwords, corenet_unlabeled_type, domain, kernel_system_state_reader, login_pgm, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, polydomain, syslog_client_type"
cockpit_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cockpit_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
cockpit_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
cockpit_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
cockpit_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile, systemd_mount_directory"
cockpit_ws_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
cockpit_ws_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
collectd_client_packet_t,"client_packet_type, packet_type"
collectd_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
collectd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
collectd_htaccess_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
collectd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
collectd_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
collectd_port_t,"defined_port_type, port_type, unreserved_port_type"
collectd_ra_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
collectd_rw_content_t,"file_type, httpd_content_type, non_auth_file_type, non_security_file_type"
collectd_script_exec_t,"entry_type, exec_type, file_type, httpd_content_type, httpd_script_exec_type, non_auth_file_type, non_security_file_type"
collectd_script_t,"corenet_unlabeled_type, domain, httpd_script_type, kernel_system_state_reader, pcmcia_typeattr_1"
collectd_script_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
collectd_server_packet_t,"packet_type, server_packet_type"
collectd_t,"can_dump_kernel, can_receive_kernel_messages, corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
collectd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
collectd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
collectd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
colord_exec_t,"application_exec_type, direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
colord_t,"application_domain_type, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, memory_raw_read, memory_raw_write, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, scsi_generic_read, scsi_generic_write, syslog_client_type, system_bus_type, systemprocess, userdom_home_reader_type"
colord_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
colord_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
colord_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
colord_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
commplex_link_client_packet_t,"client_packet_type, packet_type"
commplex_link_port_t,"defined_port_type, port_type, unreserved_port_type"
commplex_link_server_packet_t,"packet_type, server_packet_type"
commplex_main_client_packet_t,"client_packet_type, packet_type"
commplex_main_port_t,"defined_port_type, port_type, unreserved_port_type"
commplex_main_server_packet_t,"packet_type, server_packet_type"
comsat_client_packet_t,"client_packet_type, packet_type"
comsat_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
comsat_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
comsat_server_packet_t,"packet_type, server_packet_type"
comsat_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
comsat_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
comsat_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
condor_client_packet_t,"client_packet_type, packet_type"
condor_collector_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_collector_t,"condor_domain, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
condor_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
condor_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
condor_master_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_master_t,"condor_domain, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_master_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
condor_negotiator_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_negotiator_t,"condor_domain, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_port_t,"defined_port_type, port_type, unreserved_port_type"
condor_procd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_procd_t,"condor_domain, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_schedd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_schedd_t,"condor_domain, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_schedd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
condor_server_packet_t,"packet_type, server_packet_type"
condor_startd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
condor_startd_ssh_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
condor_startd_t,"can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, condor_domain, corenet_unconfined_type, corenet_unlabeled_type, daemon, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, initrc_domain, initrc_transition_domain, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, netlabel_peer_type, nsswitch_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, syslog_client_type, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
condor_startd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
condor_startd_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
condor_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
condor_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
condor_var_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
condor_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
config_home_t,"file_type, gnome_home_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
config_usr_t,"file_type, non_auth_file_type, non_security_file_type"
configfs_t,filesystem_type
conman_client_packet_t,"client_packet_type, packet_type"
conman_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
conman_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
conman_port_t,"defined_port_type, port_type, unreserved_port_type"
conman_server_packet_t,"packet_type, server_packet_type"
conman_t,"corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type"
conman_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
conman_unconfined_script_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
conman_unconfined_script_t,"application_domain_type, can_change_object_identity, can_load_kernmodule, can_load_policy, can_read_shadow_passwords, can_relabelto_binary_policy, can_relabelto_shadow_passwords, can_setbool, can_setenforce, can_setsecparam, can_write_shadow_passwords, corenet_unconfined_type, corenet_unlabeled_type, dbusd_unconfined, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, sepgsql_unconfined_type, storage_unconfined_type, systemprocess, unconfined_domain_type, userdom_filetrans_type, x_domain, xserver_unconfined_type"
conman_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
conman_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
connlcli_client_packet_t,"client_packet_type, packet_type"
connlcli_port_t,"defined_port_type, port_type, unreserved_port_type"
connlcli_server_packet_t,"packet_type, server_packet_type"
conntrackd_client_packet_t,"client_packet_type, packet_type"
conntrackd_conf_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
conntrackd_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
conntrackd_initrc_exec_t,"entry_type, exec_type, file_type, init_script_file_type, non_auth_file_type, non_security_file_type"
conntrackd_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
conntrackd_port_t,"defined_port_type, port_type, unreserved_port_type"
conntrackd_server_packet_t,"packet_type, server_packet_type"
conntrackd_t,"corenet_unlabeled_type, daemon, domain, pcmcia_typeattr_1, syslog_client_type"
conntrackd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
conntrackd_var_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
conntrackd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
console_device_t,device_node
consolehelper_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
consolekit_exec_t,"application_exec_type, direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
consolekit_input_xevent_t,"input_xevent_type, xevent_type"
consolekit_log_t,"file_type, logfile, non_auth_file_type, non_security_file_type"
consolekit_t,"application_domain_type, corenet_unlabeled_type, daemon, domain, kernel_system_state_reader, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1, syslog_client_type, system_bus_type, systemprocess, userdom_home_reader_type, x_domain, xcolormap_type, xdmhomewriter, xdrawable_type"
consolekit_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
consolekit_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
consolekit_var_run_t,"daemonrundir, file_type, non_auth_file_type, non_security_file_type, pidfile"
consolekit_xproperty_t,xproperty_type
container_auth_exec_t,"direct_init_entry, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
container_auth_t,"corenet_unlabeled_type, daemon, domain, netlabel_peer_type, nsswitch_domain, pcmcia_typeattr_1"
container_config_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
container_devpts_t,"device_node, ptynode"
container_file_t,"device_node, file_type, filesystem_type, logfile, mountpoint, non_auth_file_type, non_security_file_type, noxattrfs, ptynode, svirt_file_type"
container_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
container_init_t,"can_dump_kernel, can_receive_kernel_messages, container_domain, container_net_domain, corenet_unconfined_type, corenet_unlabeled_type, domain, mcs_constrained_type, pcmcia_typeattr_1, process_user_target"
container_kvm_t,"can_dump_kernel, can_receive_kernel_messages, container_domain, container_net_domain, corenet_unlabeled_type, domain, mcs_constrained_type, pcmcia_typeattr_1, process_user_target"
container_kvm_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
container_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
